age,tenure,monthly_fee,num_products,has_partner,has_dependents,churn
0.5254883139805951,0.48499339773967115,0.8211636694796005,1.0987983707358568,0.9045340337332908,-0.816496580927726,0
1.093583788554212,0.6493979393463394,0.996501107802647,1.0987983707358568,0.9045340337332908,1.224744871391589,0
-0.9894329515490493,-0.9946474767203428,-1.3413314031713053,-1.2144613571291045,-1.1055415967851334,-0.816496580927726,1
-0.705385214262241,-0.5014338519003382,-0.2893067732330268,-0.057831493196623826,0.9045340337332908,-0.816496580927726,1
1.2829489467454174,0.3205888561330029,0.7042720439309029,-0.057831493196623826,0.9045340337332908,-0.816496580927726,1
-1.2734806888358576,-1.159052018327011,-1.399777215945654,-1.2144613571291045,-1.1055415967851334,-0.816496580927726,1
-1.4628458470270633,-1.2412542891303453,-1.4582230287200029,-1.2144613571291045,-1.1055415967851334,-0.816496580927726,1
-0.42133747697543267,-0.33702931029366995,0.11981391618741488,-0.057831493196623826,0.9045340337332908,-0.816496580927726,0
1.5669966840322258,1.1426115641663441,1.4640676099974375,1.0987983707358568,0.9045340337332908,1.224744871391589,0
-0.04260716059302152,-0.008220227080333528,0.11981391618741488,-0.057831493196623826,-1.1055415967851334,1.224744871391589,1
-1.0841155306446522,-1.076849747523677,-1.2244397776226077,-1.2144613571291045,-1.1055415967851334,-0.816496580927726,1
0.05207541850258126,-0.09042249788366764,-0.17241514768432914,-0.057831493196623826,-1.1055415967851334,1.224744871391589,0
-0.8947503724534466,-0.9124452059170087,-0.8737649009765148,-1.2144613571291045,-1.1055415967851334,-0.816496580927726,1
2.229774737701445,2.622252438626358,1.873188299417879,2.2554282346683374,0.9045340337332908,1.224744871391589,0
0.620170893076198,1.6358251889863487,1.5225134227717863,1.0987983707358568,0.9045340337332908,1.224744871391589,0
-0.23197231878422708,-0.17262476868700175,-0.05552352213563153,-0.057831493196623826,0.9045340337332908,-0.816496580927726,0
